qstr_{reg1}.0|{reg1}.0
qstr_{s1}_has_switched_fr|{s1} has switched from the {s2} to the {s3}.
qstr_The_merchants__rest_|The merchants' rest hall in {s1} adds to its prosperity.
qstr_The_scriptorium_in_{|The scriptorium in {s1} adds to your renown.
qstr_Due_to_the_good_word|Due to the good word Christian clergymen spread about you, your relationship with the {s1} improves.
qstr_Due_to_the_bad_word_|Due to the bad word Christian clergymen spread about you, your relationship with the {s1} declines.
qstr_Due_to_the_good_word_|Due to the good word influential pagans spread about you, your relationship with the {s1} improves.
qstr_Due_to_the_bad_word_i|Due to the bad word influential pagans spread about you, your relationship with the {s1} declines.
qstr_The_trainer_{s11}.|The trainer {s11}.
qstr_Your_minister_{s11}.|Your minister {s11}.
qstr_TEST:_I_moved_Lords_|TEST: I moved Lords to St Helena.
qstr_TEST:_I_bring_Lords_|TEST: I bring Lords back.
qstr_Landing_near_{s2}|Landing near {s2}
qstr_Physicians_in_larger|Physicians in larger towns can treat the wounds for a price, after which they will heal within a few days. Any negative effects will then be removed.
qstr_You_are_wounded|You are wounded
qstr_You_have_only_one_da|You have only one day left to take care of one of your injuries. Visit a physician in a larger town to do so.
qstr_Wound_must_be_suppli|Wound must be supplied.
qstr_One_of_your_injuries|One of your injuries has become permanent because it wasn't tended.
qstr_Wound_wasn_t_cured|Wound wasn't cured
qstr_One_of_your_wounds_i|One of your wounds is cured, and your abilities aren't limited any more.
qstr_Wound_is_cured|Wound is cured
qstr_A_ship_has_been_buil|A ship has been built for you in {s0}.
qstr_Ship_finished|Ship finished
qstr_{s0}_has_recovered_f|{s0} has recovered from being raided.
qstr_Severe_weather_has_d|Severe weather has damaged the {s1} ({s7}).
qstr_Severe_weather_has_de|Severe weather has destroyed the {s1} ({s7}).
qstr_The_weather_changed_|The weather changed to: 'Calm'
qstr_The_weather_changed_t|The weather changed to: 'Light breeze'
qstr_The_weather_changed_to|The weather changed to: 'Moderate breeze'
qstr_The_weather_changed_to:|The weather changed to: 'Strong breeze'
qstr_The_weather_changed_to:_|The weather changed to: 'High wind'
qstr_The_weather_changed_to:__|The weather changed to: 'Gale'
qstr_The_weather_changed_to:__S|The weather changed to: 'Storm'
qstr__Expenditure_siege__|(Expenditure siege) Each day of the siege you need to cover a number of expenses. You pay for rewards, digging latrines, cleaning stables, buying and bringing water and food, cooking, entertaining the troops...
qstr_You_do_not_have_mone|You do not have money to cover the basic expenses of a siege. This greatly undermines morale.
qstr__| 
qstr_fixing_banners;_plea|fixing banners; please reset your banner
qstr_unable_to_restore_ba|unable to restore banner {reg0} assigned to troop {reg1}
qstr_Recruiting_warriors|Recruiting warriors
qstr_Marshal_{s0}_of_the_|Marshal {s0} of the {s1} at {reg0},{reg1} state {reg2} object {s2}.
qstr_Marshal_{s0}_of_the_{|Marshal {s0} of the {s1} at {reg0},{reg1} state {reg2}.
qstr_Marshal_{s0}_of_the_{s|Marshal {s0} of the {s1} has no party.
qstr_Your_troops_feel_ref|Your troops feel refreshed from the night's rest.
qstr_Foragers|Foragers
qstr_Scouts|Scouts
qstr_Morale|Morale
qstr_{reg65?my_Lady:my_Lo|{reg65?my Lady:my Lord}
qstr_{reg65?My_Lady:My_Lo|{reg65?My Lady:My Lord}
qstr_{reg65?madame:sir}|{reg65?madame:sir}
qstr_{reg65?Madame:Sir}|{reg65?Madame:Sir}
qstr_Welcome_landlubber._|Welcome landlubber. I am the shipwright here.
qstr_Welcome_{reg59?lady:|Welcome {reg59?lady:lord} {playername}.
qstr_Welcome_{reg59?madam|Welcome {reg59?madame:sir}.
qstr_Welcome.|Welcome.
qstr_Your_ship_is_in_a_ba|Your ship is in a bad condition. You should consider repairing it here in my shipyard.
qstr_The_{s7}_is_the_most|The {s7} is the most glorious ship I have ever seen. It is a great honour my {reg59?lady:lord} to have her here in our port.
qstr_Your_ship_is_of_poor|Your ship is of poor quality. You may want  to consider buying a better ship from me.
qstr_That_s_a_decent_ship|That's a decent ship you have there.
qstr_Your_ship_the_{s7}_i|Your ship, the {s7}, is marvellous. My workers could apply some fresh varnish and paint if you like.
qstr_The_{s7}_is_a_wonder|The {s7} is a wonderful ship. I'm happy to see her in my port.
qstr_{s2}_{s3}|{s2} {s3}
qstr_You_are_already_in_{|You are already in {s1}.
qstr__and_your_troops| and your troops
qstr_There_is_a_ship_that|There is a ship that can bring you{s3} to the port of {s1} for {reg1} penings.
qstr_I_changed_my_mind.|I changed my mind.
qstr_For_a_ship_of_this_s|For a ship of this size, I don't have enough timber, tar and wool, so I need you to bring these extra items. 
qstr___He_indicates_the_f|--He indicates the far side of the bay with his arm.--
qstr_Now_you_must_join_th|Now you must join the fleet led by Sven Bull Neck and Harald Haraldsson, which soon leaves Ribe for Englaland. Your destiny once again leads you to other lands.
qstr___His_eyes_shine.__|--His eyes shine.--
qstr_The_port_master_of_R|The port master of Ribe gave you the location of Sven's hideout: southeast of {s3}. Go there to rescue the Woden Ric prisoners.
qstr___He_approaches_you_|--He approaches you until you can smell the cheap beer on his breath.--
qstr___He_looks_with_a_pe|--He looks with a perverse look.--
qstr_The_port_master_of_Ri|The port master of Ribe wants a book called 'The Cathach of Colum Cille,' which is in Gleann Da Loch, a monastery near {s3}, in Eriu, Hibernia.
qstr_The_port_master_from|The port master from Ribe gave you the location of Sven's hideout: southeast of {s3}. Go there to rescue the Woden Ric prisoners.
qstr___He_gives_you_a_str|--He gives you a strange look.--
qstr_The_port_master_of_{|The port master of {s4} wants you to deliver a pack of furs to {s3} in Eriu, to the local merchant, called Hogni.
qstr_The_port_master_from_|The port master from {s4} gave you the location of Odin's cave: near {s3}. Go there to recover Bodo's letter.
qstr_The_port_master_from_R|The port master from Ribe gave you the location of Odin's cave: near {s3}. Go there to recover Bodo's letter.
qstr_Embark_on_your_boat_|Embark on your boat and join the fleet to lead it to Douar-an-Enez.
qstr_Perhaps_there_is_a_l|Perhaps there is a little time left until the end of the world. (Phlegmatic)
qstr_You_re_right!_The_co|You're right! The coming of the Vikings shows that it's truly the End! (Melancholic)
qstr_The_Bible_also_says_|The Bible also says that a king will unite all the earth. I am that king. (Choleric)
qstr_A_change_in_the_worl|A change in the world just makes more opportunity for the bold, that's all. (Sanguine)
qstr_I_appreciate_your_re|I appreciate your reassuring words, but I'm afraid that the end of the world has already been set, and nothing that we do or say will alter it. All we can do is wait and fight until the armies of God come.
qstr_Exactly!_West_Seaxe_|Exactly! West Seaxe is the last bastion of the faithful, but it will succumb to the hordes despite all its efforts. We're all going to die! Leave me alone, I do not want to talk any more.
qstr_Your_self_confidence|Your self-confidence comforts me, but I must inform you that the king will be defeated by the army of evil, and only the arrival of the army of God will save the world. However, if you ever become the king, it will be a pleasure to fight and die beside you.
qstr_I_m_surprised_that_y|I'm surprised that you can see any benefit in the misfortunes of others. You're definitely more ruthless than I had thought.
qstr_You_need_to_rid_your|You need to rid yourself of arrogance. (Phlegmatic)
qstr_I_am_always_willing_|I am always willing to learn. Thanks, Egil. (Melancholic)
qstr_I_think_it_s_clear_t|I think it's clear that Fate is more favorable to me than to you. (Choleric)
qstr_Silence!_You_shall_n|Silence! You shall not disrespect my authority! (Sanguine)
qstr_Yes_I_pretended_to_b|Yes, I pretended to be modest. Well, it's something that comes naturally to me, but arrogance is good for a leader. You should learn to be a bit arrogant when needed -- that is part of my advice -- and men should see your confidence. Your orders must be sharp, and anyone who does not follow them has to be punished. This is what I value in a leader, and I'm glad you listened. But enough talking.
